judul,konten,label,url,sumber,kategori,text_length,title_length,created_timestamp
Orangtua Korban Kebakaran di Tebet Sempat Minta Tolong Petugas Selamatkan Anaknya yang Terjebak,"JAKARTA, KOMPAS.com -Salah satu orangtua bocah yang tewas dalamkebakaranrumah kontrakan di Tebet, Jakarta Selatan, sempat meminta tolong petugas pemadam kebakaran untuk menyelamatkan anaknya yang terjebak di lantai dua. Kepala Suku Dinas Gulkarmat Jakarta Selatan, Syamsul Huda, mengatakan, orangtua tersebut meminta tolong setelah berhasil menyelamatkan diri dari kobaran api. Namun petugas yang baru tiba di lokasi tak berhasil menyelamatkan nyawa sang anak lantaran gagal menembus kobaran api di lantai dua. ""Setelah petugas pertama datang, orangtua meminta tolong untuk menyelamatkan anaknya yang terjebak, petugas yang sudah menggunakan alat SCBA tidak berhasil menembus untuk menyelamatkan karena api sudah besar,"" kata Syamsul, Sabtu (19/7/2025). Syamsul menjelaskan, insiden kebakaran tersebut pertama kali diketahui oleh warga sekitar pukul 06.23 WIB. Warga kemudian melaporkan kejadian tersebut ke petugas pemadam kebakaran. Tak lama, petugas tiba di lokasi, tetapi api sudah dalam kondisi membesar. Berdasarkan informasi yang diterimanya, sejumlah warga berupaya menyelamatkan diri dengan meloncat melalui jendela lantai dua kontrakan ketika petugas tiba di lokasi. Namun, empat anak yang tak sempat diselamatkan orangtuanya terjebak dan meninggal di lantai dua kontrakan. ""Dikarenakan panik akhirnya korban jiwa terdiri dari anak-anak tertinggal, orangtua korban tidak sempat membawa anak untuk menghindar dari kebakaran,"" imbuh dia. Sebelumnya diberitakan, empat anak tewas dalam kebakaran rumah kontrakan di Jalan Kutilang, Bukit Duri, Tebet, Jakarta Selatan, Sabtu (19/7/2025) pagi. Keempat korban tewas dalam peristiwa ini berinisial L (13), K (3), A (7) dan A (4). Kedua korban tewas berinisial A merupakan kakak-beradik. Saat ini seluruh jenazah keempat korban telah dilarikan ke Rumah Sakit Polri, Kramat Jati, Jakarta Timur. Petugas menduga kebakaran disebabkan oleh korsleting.",REAL,https://megapolitan.kompas.com/read/2025/07/19/13011911/orangtua-korban-kebakaran-di-tebet-sempat-minta-tolong-petugas-selamatkan,Kompas.com,News,1898,95,2025-07-19 08:13:17
"ASN DKI Wajib Olahraga Tiap Jumat, Rano Karno: Ingub Sudah Ada, Mau Saya Galakkan Lagi","JAKARTA, KOMPAS.com -Wakil Gubernur JakartaRano Karnomenyampaikan, arahan aparatur sipil negara (ASN) wajibolahragasetiap Jumat sudah disusun dalam Instruksi Gubernur (Ingub). Meski tidak merincikan nomor Ingub yang dimaksud, ia menyampaikan ketentuan berolahraga ini akan kembali diintensifkan. “Sebetulnya, Ingub-nya sudah ada. Instruksi Gubernur sudah ada tiap Jumat itu olahraga. Cuma sekarang saya mau galakkin lagi,” kata Rano kepada wartawan di Lapangan STIK Pamentas, Jakarta Selatan, Sabtu (19/7/2025). Menurut Rano, langkah ini bagus dan berkesinambungan dengan arahan ASN wajib bertransportasi umum setiap Rabu. Pasalnya, kedua hal tersebut mampu mendorong para ASN bergerak dinamis. “Saya bersyukur ya dengan hari Rabu itu Pak Gubernur memberikan instruksi untuk menggunakan transportasi umum. Jujur, saya jadi bergerak dan jalan lebih jauh,” ujar Rano. “Kemudian itu banyak manfaat, sangat banyak manfaat. Nah makanya apalagi kalau sudah ada Ingub-nya di Jumat saya wajibkan. Minimal buat saya, jadi seminggu dua kali bisa olahraga,” tambahnya. Sebelumnya diberitakan, Dinas Kesehatan (Dinkes) DKI Jakarta mencatat sebanyak 62 persen ASN Pemprov mengalami obesitas. “Obesitas 62 persen, overweight 15,4 persen, hipertensi 27,6 persen, diabetes mellitus 5,7 persen, dan yang memiliki masalah kejiwaan mencapai 15 persen,” kata Kadinkes Jakarta Ani Ruspitawati saat peluncuran kampanye di Balai Kota Jakarta, Jumat (18/7/2025). Menurutnya, angka obesitas ini mencerminkan pentingnya intervensi gaya hidup sehat di lingkungan birokrasi. Untuk itu,ASN Jakartadiwajibkan berolahraga setiap Jumat. Hal ini juga menjadi bagian dari Jakarta BERJAGA 2.0. “Kampanye Jakarta BERJAGA adalah sesuatu yang kami inisiasi untuk mengakak masyarakat menjalani gaya hidup sehat dan aktif dalam kehidupan sehari-hari,” jelasnya.",REAL,https://megapolitan.kompas.com/read/2025/07/19/12514631/asn-dki-wajib-olahraga-tiap-jumat-rano-karno-ingub-sudah-ada-mau-saya,Kompas.com,News,1821,86,2025-07-19 08:13:17
Jenazah 4 Bocah Korban Kebakaran di Tebet Dibawa ke RS Polri,"JAKARTA, KOMPAS.com -Empat jenazah bocah korbankebakaranrumah kontrakan di Bukit Duri, Tebet, Jakarta Selatan, dibawa ke Rumah Sakit Polri, Kramat Jati, untuk diotopsi. ""Iya dibawa ke RS Polri,"" ujar Perwira Piket Suku Dinas PemadamKebakaran(Sudin Damkar) Jakarta Selatan, Sarono, di lokasi, Sabtu (19/7/2025). Adapun keempat korban tewas dalam peristiwa ini berinisial L (13), K (3), A (7) dan A (4). Dua korban tewas berinisial A merupakan kakak-beradik. Sarono menduga bahwa seluruh korban tewas karena terjebak di dalam ruangan lantai dua rumah kontrakan. ""Pada dasarnya kita menemukannya di lantai dua, ada kemungkinan dia untuk menyelamatkan diri terlambat,"" ungkap Sarono. Selain korban tewas, terdapat empat orang yang terluka dalam insiden kebakaran ini. Dua korban merupakan ibu rumah tangga dan dua lainnya masih anak-anak. Sarono juga menuturkan, kebakaran ini diduga disebabkan karena korsleting listrik. ""Dugan sementara ada fenomena kelistrikan ya, dugan sementara,"" imbuh dia. Sebelumnya diberitakan, kebakaran melanda sebuah rumah kontrakan di Jalan Kutilang, Bukit Duri, Tebet, Sabtu (19/7/2025) pagi. Berdasarkan laporan, api pertama kali muncul sekitar pukul 06.21 WIB. Empat anak tewas dalam insiden kebakaran ini. Dalam penanganannya, sebanyak 20 unit mobil pemadam kebakaran dan 76 personel dikerahkan dalam peristiwa ini. Api baru padam sekitar pukul 07.00 WIB dan saat ini masih dalam proses pendinginan.",REAL,https://megapolitan.kompas.com/read/2025/07/19/12044091/jenazah-4-bocah-korban-kebakaran-di-tebet-dibawa-ke-rs-polri,Kompas.com,News,1429,60,2025-07-19 08:13:17
4 Bocah Tewas dalam Kebakaran Rumah di Tebet Diduga Terjebak di Lantai 2,"JAKARTA, KOMPAS.com -Sebanyak empat anak tewas dalamkebakaranrumah kontrakan di Jalan Kutilang, Bukit Duri, Tebet, Jakarta Selatan, Sabtu (19/7/2025) pagi. Seluruh korban diduga tewas karena terjebak di dalam ruangan lantai dua rumah kontrakan tersebut. ""Pada dasarnya kita menemukannya di lantai dua, ada kemungkinan dia untuk menyelamatkan diri terlambat,"" kata Perwira Piket Suku Dinas PemadamKebakaran(Sudin Damkar) Jakarta Selatan, Sarono, di lokasi. Adapun keempat korban tewas dalam peristiwa ini berinisial L (13), K (3), A (7), dan A (4). Dua korban tewas berinisial A merupakan kakak-beradik. Saat ini seluruh jenazah telah dibawa ke Rumah Sakit Polri, Kramat Jati, Jakarta Timur. ""Iya dibawa ke RS Polri,"" ujar Sarono. Sarono juga menuturkan, kebakaran ini diduga disebabkan karena korsleting listrik. ""Dugan sementara ada fenomena kelistrikan ya, dugan sementara,"" imbuh dia. Sebelumnya diberitakan, kebakaran melanda sebuah rumah kontrakan di Jalan Kutilang, Bukit Duri, Tebet, Sabtu (19/7/2025) pagi. Berdasarkan laporan, api pertama kali muncul sekitar pukul 06.21 WIB. Empat anak tewas dalam insiden kebakaran ini. Dalam penanganannya, sebanyak 20 unit mobil pemadam kebakaran dan 76 personel dikerahkan dalam peristiwa ini. Api baru padam sekitar pukul 07.00 WIB dan saat ini masih dalam proses pendinginan.",REAL,https://megapolitan.kompas.com/read/2025/07/19/11455911/4-bocah-tewas-dalam-kebakaran-rumah-di-tebet-diduga-terjebak-di-lantai-2,Kompas.com,News,1324,72,2025-07-19 08:13:17
Kebakaran Rumah di Tebet yang Tewaskan 4 Bocah Diduga akibat Korsleting,"JAKARTA, KOMPAS.com -Kebakaranrumah kontrakan yang menewaskan empat bocah di Jalan Kutilang, Bukit Duri,Tebet, Jakarta Selatan, Sabtu (19/7/2025) pagi, diduga disebabkankorsleting listrik. ""Dugan sementara ada fenomena kelistrikan ya, dugaan sementara,"" ujar Perwira Piket Suku Dinas Pemadam Kebakaran (Sudin Damkar) Jakarta Selatan, Sarono, di lokasi. Adapun empat korban tewas dalam peristiwa ini berinisial L (13), K (3), A (7) dan A (4). Kedua korban tewas berinisial A merupakan kakak-beradik. Sarono menuturkan, saat ini seluruh jenazah keempat korban telah dilarikan ke Rumah Sakit Polri, Kramat Jati, Jakarta Timur. ""Iya dibawa ke RS Polri,"" ujar Perwira Piket Sudin Damkar Jakarta Selatan, Sarono Selain korban tewas, terdapat empat orang yang terluka dalam insidenkebakaranini. Dua merupakan ibu rumah tangga, dan dua lainnya masih anak-anak. Sebelumnya diberitakan, kebakaran melanda sebuah rumah kontrakan di Jalan Kutilang, Bukit Duri, Tebet, Sabtu (19/7/2025) pagi. Berdasarkan laporan, api pertama kali muncul sekitar pukul 06.21 WIB. Empat anak tewas dalam insiden kebakaran ini. Dalam penanganannya, sebanyak 20 unit mobil pemadam kebakaran dan 76 personel dikerahkan dalam peristiwa ini. Api baru padam sekitar pukul 07.00 WIB dan saat ini masih dalam proses pendinginan.",REAL,https://megapolitan.kompas.com/read/2025/07/19/11322761/kebakaran-rumah-di-tebet-yang-tewaskan-4-bocah-diduga-akibat-korsleting,Kompas.com,News,1289,71,2025-07-19 08:13:17
"4 Bocah Tewas dalam Kebakaran di Tebet, 2 Kakak-Adik","JAKARTA, KOMPAS.com -Sebanyak empat anak tewas dalamkebakaranrumah kontrakan di Jalan Kutilang, Bukit Duri,Tebet, Jakarta Selatan, Sabtu (19/7/2025) pagi. Keempat korban berinisial L (13), K (3), A (7), dan A (4). Sejumlah warga setempat membenarkan bahwa A dan A merupakan kakak-beradik yang tewas setelah terjebak di lantai dua rumah kontrakan. ""Iya benar kakak-adik,"" kata seorang ibu yang mengetahui latar belakang kedua kakak-adik tersebut di lokasi. Saat ini, seluruh jenazah korban tewas telah dilarikan ke Rumah Sakit Polri, Kramat Jati, Jakarta Timur. ""Iya dibawa ke RS Polri,"" ujar Perwira Piket Suku Dinas PemadamKebakaran(Sudin Damkar) Jakarta Selatan, Sarono. Selain korban tewas, terdapat dua orang yang terluka dalam insiden kebakaran ini. Sarono menduga bahwa insiden kebakaran disebabkan karena korsleting listrik. ""Dugan sementara ada fenomena kelistrikan ya, dugan sementara,"" imbuh dia. Sebelumnya diberitakan, kebakaran melanda sebuah rumah di Jalan Kutilang, Bukit Duri, Tebet, Sabtu (19/7/2025) pagi. Berdasarkan laporan, api pertama kali muncul sekitar pukul 06.21 WIB. ""Objek kebakaran rumah tinggal, jenis bangunan rendah,” kata Kepala Suku Dinas Gulkarmat Kota Jakarta Selatan Syamsul Huda saat dikonfirmasi, Sabtu. Syamsul belum merincikan mengenai penyebab kebakaran. Namun, terdapat korban jiwa akibat peristiwa ini. “Terdapat empat orang korban jiwa dalam kondisi meninggal dunia,” ungkapnya. Lebih lanjut Syamsul mengatakan, proses pemadaman berlangsung sekitar 30 menit meski akses jalan menuju titik kebakaran terbilang sempit. Sebanyak 20 unit mobil pemadam kebakaran dan 76 personel dikerahkan dalam peristiwa ini. Api baru padam sekitar pukul 07.00 WIB dan saat ini masih dalam proses pendinginan.",REAL,https://megapolitan.kompas.com/read/2025/07/19/11161341/4-bocah-tewas-dalam-kebakaran-di-tebet-2-kakak-adik,Kompas.com,News,1734,52,2025-07-19 08:13:17
"Identitas 4 Korban Tewas Kebakaran di Tebet, Semua di Bawah Umur","JAKARTA, KOMPAS.com -Kebakaranyang melanda rumah kontrakan di Jalan Kutilang, Bukit Duri,Tebet, Jakarta Selatan, Sabtu (19/7/2025) pagi, menewaskan empat orang anak-anak. Keempat korban terdiri dari satu laki-laki dan tiga perempuan, yakni PL (13), K (3), A (7), dan A (4). Perwira Piket Suku Dinas Pemadam Kebakaran (Sudin Damkar) Jakarta Selatan Sarono menduga seluruh korban tewas terjebak di lantai dua kontrakan. ""Pada dasarnya kita menemukannya di lantai dua, ada kemungkinan dia untuk menyelamatkan diri terlambat,"" kata Sarono kepada wartawan di lokasi. Selain itu, terdapat empat korban luka dalam kejadian ini. Sarono mengatakan, seluruh korban tewas kini telah dilarikan ke Rumah Sakit Polri, Kramat Jati, Jakarta Timur. ""Iya dibawa ke RS Polri,"" ungkap dia. Berdasarkan hasil penanganan sementara, penyebabkebakarandiduga akibat korsleting listrik. ""Dugan sementara ada fenomena kelistrikan ya, dugan sementara,"" imbuh dia. Sebelumnya diberitakan, kebakaran melanda sebuah rumah di Jalan Kutilang, Bukit Duri, Tebet, Sabtu (19/7/2025) pagi. Berdasarkan laporan, api pertama kali muncul sekitar pukul 06.21 WIB. ""Objek kebakaran rumah tinggal, jenis bangunan rendah,” kata Kepala Suku Dinas Gulkarmat Kota Jakarta Selatan Syamsul Huda saat dikonfirmasi, Sabtu. Syamsul belum merincikan mengenai penyebab kebakaran. Namun, terdapat korban jiwa akibat peristiwa ini. “Terdapat empat orang korban jiwa dalam kondisi meninggal dunia,” ungkapnya. Lebih lanjut Syamsul mengatakan, proses pemadaman berlangsung sekitar 30 menit meski akses jalan menuju titik kebakaran terbilang sempit. Sebanyak 20 unit mobil pemadam kebakaran dan 76 personel dikerahkan dalam peristiwa ini. Api baru padam sekitar pukul 07.00 WIB dan saat ini masih dalam proses pendinginan.",REAL,https://megapolitan.kompas.com/read/2025/07/19/11061251/identitas-4-korban-tewas-kebakaran-di-tebet-semua-di-bawah-umur,Kompas.com,News,1763,64,2025-07-19 08:13:17
Gunung Ile Lewotolok Meletus 99 Kali Disertai Dentuman Kuat dalam 12 Jam,"LEMBATA, KOMPAS.com–Gunung Ile Lewotolokyang terletak di KabupatenLembata,Nusa Tenggara Timur(NTT), mengalami erupsi sebanyak 99 kali pada Sabtu (19/7/2025). Erupsi tersebut teramati dalam rentang waktu 12 jam, mulai pukul 00.00 Wita hingga 12.00 Wita. Yeremias Kristianto Pugel, petugas Pos Pengamat Gunung Api (PGA) Ile Lewotolok, mencatat bahwa dari pukul 00.00 Wita hingga 06.00 Wita, gunung tersebut meletus sebanyak 59 kali. Tinggi kolom abu yang dihasilkan berkisar antara 100 hingga 200 meter, dengan warna asap putih kelabu. Letusan disertai lontaran material pijar dan dentuman dengan intensitas bervariasi, mulai dari lemah hingga kuat. “Lontaran material pijar teramati ke segala arah dalam radius puncak,” ujar Yeremias dalam keterangannya pada hari yang sama. Yeremias melanjutkan, pada periode antara pukul 06.00 Wita hingga 12.00 Wita, gunung tersebut meletus 40 kali, dengan amplitudo yang terukur antara 8.6 hingga 35.5 mm, serta durasi letusan berkisar antara 33 hingga 55 detik. Letusan pada periode ini juga disertai gemuruh atau dentuman dengan intensitas lemah hingga sedang. “Teramati 40 kali letusan dengan tinggi 100-300 meter dan warna asap putih dan kelabu,” bebernya. Secara visual, kawasan gunung yang berstatus level III siaga ini tampak jelas hingga kabut 0-I. Asap kawah bertekanan lemah teramati berwarna putih dengan intensitas tipis hingga sedang, dan tinggi mencapai 25-300 meter di atas puncak kawah. Yeremias mengimbau masyarakat sekitar maupun wisatawan untuk tidak memasuki dan melakukan aktivitas di dalam radius 3 kilometer dari pusat aktivitas gunung.",REAL,https://regional.kompas.com/read/2025/07/19/145229578/gunung-ile-lewotolok-meletus-99-kali-disertai-dentuman-kuat-dalam-12-jam,Kompas.com,News,1595,72,2025-07-19 08:13:17
"Riau Dikepung Karhutla, Asapnya Mengarah ke Malaysia","PEKANBARU, KOMPAS.com- Kebakaran hutan dan lahan (Karhutla) berskala cukup besar terjadi di beberapa wilayah di ProvinsiRiau. Berdasarkan catatanKompas.com, karhutla terdapat di Kabupaten Rokan Hulu, Rokan Hilir, Kampar, dan Pelalawan. Adapun karhutla yang cukup besar ada di Kabupaten Rokan Hulu. Sekitar 20 hektare hutan terbakar dan menimbulkan asap yang banyak. Kemudian, karhutla di Rokan Hilir menghasilkan asap yang lebih pekat karena lahan yang terbakar merupakan gambut. Tim Satgas Karhutla Riau saat ini sedang berupaya memadamkan titik api. Asapkarhutla di Riaupada Sabtu (19/7/2025) siang mengarah ke wilayah negara tetangga, Malaysia. Hal ini berdasarkan data satelit Badan Meteorologi, Klimatologi dan Geofisika (BMKG) Pekanbaru pada pukul 10.00 WIB. Asap terdeteksi bergerak melintasi batas ke arah timur laut memasuki wilayah Teluk Kemang, Negeri Sembilan, Malaysia. ""Kalau dilihat dari peta sebaran asap, asap tersebut menuju ke wilayah Malaysia,"" kata Forecaster on Duty BMKG Pekanbaru, Bibin Sulianto saat dikonfirmasiKompas.commelalui pesan WhatsApp, Sabtu. Sementara itu, kebakaran hutan dan lahan di Kelurahan Rokan, Kecamatan Rokan IV Koto, Kabupaten Rokan Hulu (Rohul), Riau, belum dapat dikendalikan. Menurut Bintara Pembina Desa (Babinsa) Koramil 13/Rokan IV Koto, Kodim 0313/KPR, Sertu Suwendi, kebakaran terus meluas. Api saat ini mengarah ke lahan perkebunan milik warga. ""Kondisi saat ini kebakaran masih meluas. Dari sebelumnya 10 hektare, kini diperkirakan sudah 20 hektare,"" kata Suwendi kepadaKompas.commelalui pesan WhatsApp, Sabtu. Dia mengatakan, kebakaran meluas karena dipengaruhi angin kencang dan cuaca yang sangat panas. Petugas kesulitan memadamkan api di areal perbukitan, karena medan ke lokasi yang ekstrem. Kendati demikian, petugas gabungan TNI, Polri, BPBD dan Manggala Agni, tetap berupaya memadamkan api secara manual dengan menggunakan kayu. ""Titik api yang bisa dijangkau dipadamkan secara manual. Api dipukul pakai kayu,"" sebut Suwendi. Pemadaman manual dilakukan, karena tidak ditemukan sumber air di lokasi. Pekatnya asap kebakaran di lokasi juga membuat pemadaman sangat sulit dilakukan.",REAL,https://regional.kompas.com/read/2025/07/19/145217278/riau-dikepung-karhutla-asapnya-mengarah-ke-malaysia,Kompas.com,News,2144,52,2025-07-19 08:13:17
Komunikasi Publik Dedi Mulyadi di Balik Musibah: Tak Tahu Ada Makan Gratis?,"WAFATNYAtiga orang warga dalam hajat “Balakecrakan” dari putra KDM/KangDedi Mulyadidi Garut, Jumat (18/7) sore, sungguh membuat prihatin. Namun, bagi penulis yang berkutat di bidang komunikasi publik, ada hal yang lebih memprihatinkan. Pertama, KDM sudah membuat video dengan anaknya, Maulana Akbar, pada akunKDM Channelper 14 Juli. Dengan jelas di video berjudul “INI PESAN KDM PADA A ULA - MENJELANG PERNIKAHAN DENGAN TEH PUTRI KARLINA DI GARUT” itu disampaikan akan ada acara hiburan dan makan gratis! Musababnya warga tak bisa datang saat resepsi 16 Juni, karena keterbatasan acara. “Kompensasinya” ada acara di tanggal 18 Juni, bagi masyarakat umum yang semuanya diundang hadir tanpa syarat, apalagi mekanisme, untuk cicip aneka makanan. Makanan gratis, yang disebut Maulana sebagai makanan UMKN, dirincikan akan dilaksanakan hari Jumat, 18 Juli, dengan menu antara lain klepon, awug, mie ayam, bakso, soto, nasi goreng, sate Purwarkarta, hingga burayot (penganan khas Garut). Dalam video tersebut, keduanya lalu berbincang porsi makan gratis, yang ditanyakan KDM apa untuk 5.000 orang? Namun, kemudian dibalas sang anak untuk, “sekuat-kuatnya.” Namun, pascakejadian, KDM malah berkilah dua hal. Dalam pemberitaanKompas.com, KDM menyebut sudah melarang agar tidak ada acara makan, tapi panitia bersikeras sehingga musibah menguras nurani itu terjadi. Hal lain, di media daring lainnya, gubernur Tatar Sunda itu malah menyebut tidak tahu ada acara makan. Di kedua berita tersebut, ujungnya sama, yakni KDM akan beri santunan Rp 150 juta per korban --seakan masalah hilang nyawa ini selesai dengan duit. Maka, KDM tidak jujur dan ksatria saat berkomunikasi publik. Apa yang dilakukan tak sesuai dikatakan, demikian pula sebaliknya. Tidak lurus kata dan perbuatan adalah salah satu bentuk perilaku komunikasi niretis, dan jika dilakukan pejabat publik, implikasinya jadi lebih berbahaya. Apalagi ini menyangkut kejadian yang sangat kuat mengandung unsur kelalaian berimbas matinya rakyat kecil hingga aparat. Mengapa harus menyembunyikan/menyamarkan sesuatu ketika dalam situasi musibah rakyat yang sangat perlu kejujuran? Kedua, netizen terutama ""bobotoh"" KDM, jika kita lihat di medsos, cenderung malah menyalahkan warga Garut.",REAL,https://regional.kompas.com/read/2025/07/19/14283051/komunikasi-publik-dedi-mulyadi-di-balik-musibah-tak-tahu-ada-makan-gratis,Kompas.com,News,2231,75,2025-07-19 08:13:17
